Carrier Code,Dep City Code,Dep City Name,Arr City Code,Arr City Name,General Aircraft Code,General Aircraft Name,Specific Aircraft Code,Specific Aircraft Name,Seats,Stopping City,GCD (km),Frequency,Seats (Total),Time series
"LH","FRA","Frankfurt","SIN","Singapore","380","Airbus A380 Passenger","388","Airbus A380-800 Passenger","509","0","10272","31","15779","2019-03-01"
"LH","FRA","Frankfurt","SIN","Singapore","380","Airbus A380 Passenger","388","Airbus A380-800 Passenger","509","0","10272","30","15270","2019-06-01"
"LH","SIN","Singapore","FRA","Frankfurt","380","Airbus A380 Passenger","388","Airbus A380-800 Passenger","509","0","10272","31","15779","2019-03-01"
"LH","SIN","Singapore","FRA","Frankfurt","380","Airbus A380 Passenger","388","Airbus A380-800 Passenger","509","0","10272","30","15270","2019-06-01"
"LO","SIN","Singapore","WAW","Warsaw","787","Boeing 787","788","Boeing 787-8","252","0","9408","12","3024","2019-10-01"
"LO","SIN","Singapore","WAW","Warsaw","787","Boeing 787","789","Boeing 787-9","294","0","9408","1","294","2019-06-01"
"LO","SIN","Singapore","WAW","Warsaw","787","Boeing 787","789","Boeing 787-9","294","0","9408","6","1764","2019-12-01"
"LO","WAW","Warsaw","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","252","0","9408","11","2772","2019-10-01"
"LO","WAW","Warsaw","SIN","Singapore","787","Boeing 787","789","Boeing 787-9","294","0","9408","1","294","2019-06-01"
"LO","WAW","Warsaw","SIN","Singapore","787","Boeing 787","789","Boeing 787-9","294","0","9408","6","1764","2019-12-01"
"LX","SIN","Singapore","ZRH","Zurich","777","Boeing 777 Passenger","77W","Boeing 777-300ER Passenger","340","0","10300","30","10200","2019-06-01"
"LX","SIN","Singapore","ZRH","Zurich","777","Boeing 777 Passenger","77W","Boeing 777-300ER Passenger","340","0","10300","30","10200","2019-09-01"
"LX","SIN","Singapore","ZRH","Zurich","777","Boeing 777 Passenger","77W","Boeing 777-300ER Passenger","340","0","10300","31","10540","2019-12-01"
"LX","ZRH","Zurich","SIN","Singapore","777","Boeing 777 Passenger","77W","Boeing 777-300ER Passenger","340","0","10300","30","10200","2019-06-01"
"LX","ZRH","Zurich","SIN","Singapore","777","Boeing 777 Passenger","77W","Boeing 777-300ER Passenger","340","0","10300","30","10200","2019-09-01"
"LX","ZRH","Zurich","SIN","Singapore","777","Boeing 777 Passenger","77W","Boeing 777-300ER Passenger","340","0","10300","31","10540","2019-12-01"
"MF","FOC","Fuzhou","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","163","0","3204","4","652","2019-12-01"
"MF","FOC","Fuzhou","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","169","0","3204","47","7943","2019-06-01"
"MF","FOC","Fuzhou","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","169","0","3204","31","5239","2019-09-01"
"MF","FOC","Fuzhou","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","169","0","3204","27","4563","2019-12-01"
"MF","SIN","Singapore","FOC","Fuzhou","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","163","0","3204","3","489","2019-12-01"
"MF","SIN","Singapore","FOC","Fuzhou","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","169","0","3204","47","7943","2019-06-01"
"MF","SIN","Singapore","FOC","Fuzhou","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","169","0","3204","30","5070","2019-09-01"
"MF","SIN","Singapore","FOC","Fuzhou","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","169","0","3204","28","4732","2019-12-01"
"MH","KCH","Kuching","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","160","0","705","33","5280","2019-02-01"
"MH","KCH","Kuching","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","160","0","705","28","4480","2019-05-01"
"MH","KCH","Kuching","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","160","0","705","30","4800","2019-08-01"
"MH","KCH","Kuching","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","160","0","705","29","4640","2019-11-01"
"MH","KUL","Kuala Lumpur","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","160","0","296","263","42080","2019-09-01"
"MH","KUL","Kuala Lumpur","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","160","0","296","218","34880","2019-12-01"
"MH","SIN","Singapore","KCH","Kuching","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","160","0","705","33","5280","2019-02-01"
"MH","SIN","Singapore","KCH","Kuching","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","160","0","705","28","4480","2019-05-01"
"MH","SIN","Singapore","KCH","Kuching","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","160","0","705","30","4800","2019-08-01"
"MH","SIN","Singapore","KCH","Kuching","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","160","0","705","29","4640","2019-11-01"
"MH","SIN","Singapore","KUL","Kuala Lumpur","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","160","0","296","263","42080","2019-09-01"
"MH","SIN","Singapore","KUL","Kuala Lumpur","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","160","0","296","218","34880","2019-12-01"
"MI","BDO","Bandung","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","998","12","1800","2019-02-01"
"MI","BDO","Bandung","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","998","5","750","2019-05-01"
"MI","BDO","Bandung","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","998","4","600","2019-08-01"
"MI","BDO","Bandung","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","998","30","4860","2019-11-01"
"MI","HIJ","Hiroshima","SIN","Singapore","737","Boeing 737 Passenger","7M8","Boeing 737MAX 8 Passenger","156","0","4744","7","1092","2019-03-01"
"MI","HKT","Phuket","SIN","Singapore","32S","Airbus A318/319/320/321","319","Airbus A319","128","0","978","13","1664","2019-08-01"
"MI","HKT","Phuket","SIN","Singapore","32S","Airbus A318/319/320/321","319","Airbus A319","128","0","978","4","512","2019-11-01"
"MI","HKT","Phuket","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","978","87","14094","2019-11-01"
"MI","HKT","Phuket","SIN","Singapore","737","Boeing 737 Passenger","7M8","Boeing 737MAX 8 Passenger","156","0","978","58","9048","2019-01-01"
"MI","HYD","Hyderabad","SIN","Singapore","737","Boeing 737 Passenger","7M8","Boeing 737MAX 8 Passenger","156","0","3302","26","4056","2019-03-01"
"MI","JOG","Yogyakarta (ID) 00","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1239","26","4212","2019-04-01"
"MI","JOG","Yogyakarta (ID) 00","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1239","31","5022","2019-07-01"
"MI","KMG","Kunming","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","2641","2","300","2019-04-01"
"MI","KMG","Kunming","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2641","18","2916","2019-03-01"
"MI","KTM","Kathmandu","SIN","Singapore","737","Boeing 737 Passenger","7M8","Boeing 737MAX 8 Passenger","156","0","3534","24","3744","2019-02-01"
"MI","KUL","Kuala Lumpur","SIN","Singapore","32S","Airbus A318/319/320/321","319","Airbus A319","128","0","296","64","8192","2019-03-01"
"MI","KUL","Kuala Lumpur","SIN","Singapore","32S","Airbus A318/319/320/321","319","Airbus A319","128","0","296","1","128","2019-06-01"
"MI","KUL","Kuala Lumpur","SIN","Singapore","32S","Airbus A318/319/320/321","319","Airbus A319","128","0","296","5","640","2019-09-01"
"MI","KUL","Kuala Lumpur","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","296","141","22842","2019-10-01"
"MI","LOP","Praya","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1762","14","2100","2019-03-01"
"MI","LOP","Praya","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1762","13","1950","2019-06-01"
"MI","LOP","Praya","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1762","9","1350","2019-09-01"
"MI","MDC","Manado","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2325","16","2592","2019-02-01"
"MI","MDL","Mandalay","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","2422","1","150","2019-03-01"
"MI","MDL","Mandalay","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2422","4","648","2019-02-01"
"MI","MES","Medan","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","621","44","6600","2019-01-01"
"MI","MES","Medan","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","621","6","900","2019-04-01"
"MI","MES","Medan","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","621","23","3450","2019-07-01"
"MI","MLE","Male","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3396","37","5994","2019-03-01"
"MI","PEN","Penang","SIN","Singapore","32S","Airbus A318/319/320/321","319","Airbus A319","128","0","600","74","9472","2019-06-01"
"MI","PEN","Penang","SIN","Singapore","32S","Airbus A318/319/320/321","319","Airbus A319","128","0","600","81","10368","2019-09-01"
"MI","PEN","Penang","SIN","Singapore","32S","Airbus A318/319/320/321","319","Airbus A319","128","0","600","48","6144","2019-12-01"
"MI","PEN","Penang","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","600","43","6966","2019-09-01"
"MI","PEN","Penang","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","600","23","3726","2019-12-01"
"MI","PEN","Penang","SIN","Singapore","737","Boeing 737 Passenger","7M8","Boeing 737MAX 8 Passenger","156","0","600","10","1560","2019-02-01"
"MI","PNH","Phnom Penh","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1135","30","4500","2019-07-01"
"MI","PNH","Phnom Penh","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1135","22","3300","2019-10-01"
"MI","PNH","Phnom Penh","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1135","52","8424","2019-03-01"
"MI","PNH","Phnom Penh","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1135","25","4050","2019-06-01"
"MI","PNH","Phnom Penh","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1135","53","8586","2019-09-01"
"MI","PUS","Busan","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","4558","18","2916","2019-06-01"
"MI","PUS","Busan","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","4558","17","2754","2019-09-01"
"MI","REP","Siem Reap","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1339","4","600","2019-02-01"
"MI","REP","Siem Reap","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1339","16","2400","2019-05-01"
"MI","REP","Siem Reap","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1339","16","2400","2019-08-01"
"MI","RGN","Yangon","SIN","Singapore","32S","Airbus A318/319/320/321","319","Airbus A319","128","0","1930","2","256","2019-10-01"
"MI","RGN","Yangon","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1930","24","3888","2019-11-01"
"MI","SIN","Singapore","BDO","Bandung","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","998","13","1950","2019-03-01"
"MI","SIN","Singapore","BKI","Kota Kinabalu","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1431","13","1950","2019-02-01"
"MI","SIN","Singapore","BKI","Kota Kinabalu","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1431","26","3900","2019-05-01"
"MI","SIN","Singapore","BKI","Kota Kinabalu","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1431","4","600","2019-08-01"
"MI","SIN","Singapore","BKI","Kota Kinabalu","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1431","12","1800","2019-11-01"
"MI","SIN","Singapore","BKI","Kota Kinabalu","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1431","8","1296","2019-01-01"
"MI","CJB","Coimbatore","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3161","31","5022","2019-05-01"
"MI","CJB","Coimbatore","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3161","27","4374","2019-08-01"
"MI","CKG","Chongqing","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3164","2","324","2019-02-01"
"MI","CKG","Chongqing","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3164","30","4860","2019-05-01"
"MI","CKG","Chongqing","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3164","32","5184","2019-08-01"
"MI","CNS","Cairns","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","5002","5","810","2019-01-01"
"MI","CNX","Chiang Mai","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","2012","24","3600","2019-06-01"
"MI","CNX","Chiang Mai","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","2012","11","1650","2019-09-01"
"MI","CNX","Chiang Mai","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2012","21","3402","2019-02-01"
"MI","CNX","Chiang Mai","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2012","11","1782","2019-05-01"
"MI","CNX","Chiang Mai","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2012","16","2592","2019-08-01"
"MI","DAD","Da Nang","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1695","1","150","2019-03-01"
"MI","DAD","Da Nang","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1695","14","2100","2019-06-01"
"MI","DAD","Da Nang","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1695","30","4860","2019-09-01"
"MI","DAD","Da Nang","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1695","49","7938","2019-12-01"
"MI","DIL","Dili","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","2625","5","750","2019-03-01"
"MI","DPS","Denpasar-Bali","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1669","2","300","2019-03-01"
"MI","DPS","Denpasar-Bali","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1669","28","4536","2019-03-01"
"MI","DPS","Denpasar-Bali","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1669","30","4860","2019-06-01"
"MI","DPS","Denpasar-Bali","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1669","30","4860","2019-09-01"
"MI","DPS","Denpasar-Bali","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1669","31","5022","2019-12-01"
"MI","DRW","Darwin","SIN","Singapore","737","Boeing 737 Passenger","7M8","Boeing 737MAX 8 Passenger","156","0","3336","27","4212","2019-01-01"
"MI","DVO","Davao","SIN","Singapore","32S","Airbus A318/319/320/321","319","Airbus A319","128","0","2482","1","128","2019-03-01"
"MI","DVO","Davao","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2482","10","1620","2019-03-01"
"MI","FOC","Fuzhou","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","3204","9","1350","2019-05-01"
"MI","HAN","Hanoi","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","2216","13","1950","2019-09-01"
"MI","HAN","Hanoi","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","2216","18","2700","2019-12-01"
"MI","HAN","Hanoi","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2216","5","810","2019-08-01"
"MI","HKT","Phuket","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","978","29","4350","2019-11-01"
"MI","HKT","Phuket","SIN","Singapore","737","Boeing 737 Passenger","7M8","Boeing 737MAX 8 Passenger","156","0","978","24","3744","2019-03-01"
"MI","HYD","Hyderabad","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3302","48","7776","2019-05-01"
"MI","HYD","Hyderabad","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3302","49","7938","2019-08-01"
"MI","HYD","Hyderabad","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3302","48","7776","2019-11-01"
"MI","JOG","Yogyakarta","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1239","4","648","2019-05-01"
"MI","JOG","Yogyakarta (ID) 00","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1239","27","4374","2019-06-01"
"MI","JOG","Yogyakarta (ID) 00","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1239","30","4860","2019-09-01"
"MI","JOG","Yogyakarta (ID) 00","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1239","31","5022","2019-12-01"
"MI","KMG","Kunming","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2641","16","2592","2019-02-01"
"MI","KMG","Kunming","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2641","19","3078","2019-05-01"
"MI","KTM","Kathmandu","SIN","Singapore","737","Boeing 737 Passenger","7M8","Boeing 737MAX 8 Passenger","156","0","3534","14","2184","2019-03-01"
"MI","KUL","Kuala Lumpur","SIN","Singapore","32S","Airbus A318/319/320/321","319","Airbus A319","128","0","296","4","512","2019-08-01"
"MI","KUL","Kuala Lumpur","SIN","Singapore","32S","Airbus A318/319/320/321","319","Airbus A319","128","0","296","22","2816","2019-11-01"
"MI","KUL","Kuala Lumpur","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","296","76","11400","2019-09-01"
"MI","KUL","Kuala Lumpur","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","296","43","6450","2019-12-01"
"MI","KUL","Kuala Lumpur","SIN","Singapore","737","Boeing 737 Passenger","7M8","Boeing 737MAX 8 Passenger","156","0","296","13","2028","2019-02-01"
"MI","LOP","Praya","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1762","12","1800","2019-01-01"
"MI","MAA","Chennai","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","2923","14","2100","2019-03-01"
"MI","MAA","Chennai","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","2923","14","2100","2019-06-01"
"MI","BDO","Bandung","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","998","5","750","2019-07-01"
"MI","BKI","Kota Kinabalu","SIN","Singapore","32S","Airbus A318/319/320/321","319","Airbus A319","128","0","1431","13","1664","2019-01-01"
"MI","BKI","Kota Kinabalu","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1431","18","2916","2019-07-01"
"MI","BKI","Kota Kinabalu","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1431","24","3888","2019-10-01"
"MI","BLR","Bengaluru","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3177","26","4212","2019-10-01"
"MI","BME","Broome","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2927","4","648","2019-06-01"
"MI","BPN","Balikpapan","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1461","13","1950","2019-01-01"
"MI","BPN","Balikpapan","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1461","9","1350","2019-04-01"
"MI","BPN","Balikpapan","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1461","9","1350","2019-07-01"
"MI","CCU","Kolkata","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2902","17","2754","2019-03-01"
"MI","CCU","Kolkata","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2902","10","1620","2019-06-01"
"MI","CEB","Cebu","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2420","37","5994","2019-05-01"
"MI","CEB","Cebu","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2420","20","3240","2019-08-01"
"MI","CEB","Cebu","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2420","21","3402","2019-11-01"
"MI","CKG","Chongqing","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","3164","1","150","2019-11-01"
"MI","CKG","Chongqing","SIN","Singapore","737","Boeing 737 Passenger","7M8","Boeing 737MAX 8 Passenger","156","0","3164","25","3900","2019-01-01"
"MI","CMB","Colombo","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2746","16","2592","2019-02-01"
"MI","CMB","Colombo","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2746","17","2754","2019-05-01"
"MI","CMB","Colombo","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2746","18","2916","2019-08-01"
"MI","CMB","Colombo","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","2746","17","2754","2019-11-01"
"MI","CNS","Cairns","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","5002","30","4860","2019-09-01"
"MI","CNS","Cairns","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","5002","31","5022","2019-12-01"
"MI","CNX","Chiang Mai","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","2012","14","2100","2019-03-01"
"MI","COK","Kochi (IN)","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3199","42","6804","2019-07-01"
"MI","COK","Kochi (IN)","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3199","43","6966","2019-10-01"
"MI","CTU","Chengdu","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","3246","1","150","2019-02-01"
"MI","CTU","Chengdu","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","3246","5","750","2019-05-01"
"MI","CTU","Chengdu","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3246","35","5670","2019-09-01"
"MI","CTU","Chengdu","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3246","26","4212","2019-12-01"
"MI","DAD","Da Nang","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1695","14","2100","2019-09-01"
"MI","DAD","Da Nang","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1695","31","5022","2019-03-01"
"MI","DAD","Da Nang","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1695","30","4860","2019-06-01"
"MI","DRW","Darwin","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3336","27","4374","2019-05-01"
"MI","DRW","Darwin","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3336","31","5022","2019-08-01"
"MI","DRW","Darwin","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3336","31","5022","2019-11-01"
"MI","FOC","Fuzhou","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3204","16","2592","2019-02-01"
"MI","FOC","Fuzhou","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3204","5","810","2019-05-01"
"MI","HAN","Hanoi","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","2216","2","300","2019-03-01"
"MI","HAN","Hanoi","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","2216","18","2700","2019-06-01"
"MI","HIJ","Hiroshima","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","4744","14","2268","2019-12-01"
"MI","HKT","Phuket","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","978","34","5100","2019-03-01"
"MI","HKT","Phuket","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","978","60","9720","2019-07-01"
"MI","HKT","Phuket","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","978","87","14094","2019-10-01"
"MI","HYD","Hyderabad","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3302","6","972","2019-02-01"
"MI","HYD","Hyderabad","SIN","Singapore","737","Boeing 737 Passenger","7M8","Boeing 737MAX 8 Passenger","156","0","3302","44","6864","2019-01-01"
"MI","JOG","Yogyakarta","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1239","28","4536","2019-02-01"
"MI","KMG","Kunming","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","2641","4","600","2019-05-01"
"MI","KTM","Kathmandu","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3534","30","4860","2019-04-01"
"MI","KTM","Kathmandu","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","3534","31","5022","2019-07-01"
"MI","PEN","Penang","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","600","22","3300","2019-01-01"
"MI","PEN","Penang","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","600","60","9720","2019-05-01"
"MI","PEN","Penang","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","600","35","5670","2019-08-01"
"MI","PEN","Penang","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","600","22","3564","2019-11-01"
"MI","PEN","Penang","SIN","Singapore","737","Boeing 737 Passenger","7M8","Boeing 737MAX 8 Passenger","156","0","600","5","780","2019-03-01"
"MI","PNH","Phnom Penh","SIN","Singapore","32S","Airbus A318/319/320/321","319","Airbus A319","128","0","1135","1","128","2019-03-01"
"MI","PNH","Phnom Penh","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","150","0","1135","13","1950","2019-11-01"
"MI","PNH","Phnom Penh","SIN","Singapore","737","Boeing 737 Passenger","738","Boeing 737-800 Passenger","162","0","1135","40","6480","2019-02-01"
